,Class
2885,1
2750,1
1330,1
2016,1
2058,1
2241,1
2247,1
2371,1
2714,1
3079,1
651,1
678,1
977,1
1542,1
2024,1
3,1
747,1
1366,1
1598,1
1653,1
2901,1
121,1
2819,1
1189,1
3739,0
2005,1
1055,1
644,1
1322,1
2653,1
2670,1
1813,1
134,1
543,1
708,1
795,1
796,1
831,1
883,1
1351,1
1470,1
1690,1
1712,1
1878,1
2332,1
3411,1
3691,0
3759,0
2853,1
3317,1
488,1
2008,1
2612,1
2878,1
502,1
2560,1
1258,1
3410,1
2908,1
2818,1
352,1
3221,1
516,1
3874,0
3426,1
3859,0
788,1
189,1
836,1
1185,1
2279,1
3383,1
3777,0
3860,0
9,1
48,1
49,1
341,1
584,1
1265,1
1683,1
1862,1
1992,1
3475,1
2837,1
1702,1
2663,1
310,1
3119,1
611,1
3689,0
3899,0
3900,0
2423,1
2784,1
3569,0
737,1
980,1
1060,1
1207,1
1563,1
1785,1
1874,1
1902,1
1963,1
2027,1
2210,1
2613,1
2615,1
370,1
231,1
1090,1
2066,1
2936,1
1875,1
3490,0
2559,1
3495,0
3843,0
705,1
3882,0
3210,1
93,1
3641,0
3133,1
715,1
564,1
3806,0
3836,0
1698,1
2272,1
2701,1
3205,1
1932,1
954,1
2111,1
1379,1
2435,1
2685,1
3651,0
3909,0
1923,1
2166,1
255,1
3143,1
87,1
444,1
789,1
1225,1
1376,1
3067,1
3173,1
3420,1
3648,0
2904,1
3534,0
3795,0
3950,0
417,1
1910,1
2002,1
1882,1
1959,1
1391,1
1488,1
3181,1
1175,1
1562,1
730,1
3840,0
3889,0
63,1
988,1
1978,1
1989,1
1991,1
2386,1
2537,1
2586,1
1397,1
2362,1
1476,1
